"Town","Birth.Weight","Gestational.Age","Mother.s.Age","Mother.s.Race.Ethnicity","Earliest.Data.Available"
"Windham","Very Low Birth Weight (under 1500 grams)","All","0 to 14 years","All",NA
"Windham","Very Low Birth Weight (under 1500 grams)","All","15 to 19 years","All","2012-2014"
"Windham","Very Low Birth Weight (under 1500 grams)","All","20 to 24 years","All","2014"
"Windham","Very Low Birth Weight (under 1500 grams)","All","25 to 29 years","All","2010-2014"
"Windham","Very Low Birth Weight (under 1500 grams)","All","30 to 34 years","All","2012-2014"
"Windham","Very Low Birth Weight (under 1500 grams)","All","35 to 39 years","All","2012-2014"
"Windham","Very Low Birth Weight (under 1500 grams)","All","40 to 44 years","All",NA
"Windham","Very Low Birth Weight (under 1500 grams)","All","45 years and older","All",NA
"Windham","Very Low Birth Weight (under 1500 grams)","All","All","All","2014"
"Windham","Very Low Birth Weight (under 1500 grams)","All","All","Black",NA
"Windham","Very Low Birth Weight (under 1500 grams)","All","All","Black non-Hispanic",NA
"Windham","Very Low Birth Weight (under 1500 grams)","All","All","Hispanic","2014"
"Windham","Very Low Birth Weight (under 1500 grams)","All","All","Non-Hispanic","2012-2014"
"Windham","Very Low Birth Weight (under 1500 grams)","All","All","Other",NA
"Windham","Very Low Birth Weight (under 1500 grams)","All","All","Other non-Hispanic",NA
"Windham","Very Low Birth Weight (under 1500 grams)","All","All","Unknown Ethnicity",NA
"Windham","Very Low Birth Weight (under 1500 grams)","All","All","Unknown Race","2014"
"Windham","Very Low Birth Weight (under 1500 grams)","All","All","Unknown Race/Ethnicity",NA
"Windham","Very Low Birth Weight (under 1500 grams)","All","All","White","2012-2014"
"Windham","Very Low Birth Weight (under 1500 grams)","All","All","White non-Hispanic","2012-2014"
"Windham","Very Low Birth Weight (under 1500 grams)","All","Unknown","All",NA
"Windsor","All","37 weeks or more","0 to 14 years","All",NA
"Windsor","All","37 weeks or more","15 to 19 years","All","2014"
"Windsor","All","37 weeks or more","20 to 24 years","All","2014"
"Windsor","All","37 weeks or more","25 to 29 years","All","2014"
"Windsor","All","37 weeks or more","30 to 34 years","All","2014"
"Windsor","All","37 weeks or more","35 to 39 years","All","2014"
"Windsor","All","37 weeks or more","40 to 44 years","All","2014"
"Windsor","All","37 weeks or more","45 years and older","All","2014"
"Windsor","All","37 weeks or more","All","All","2014"
"Windsor","All","37 weeks or more","All","Black","2014"
"Windsor","All","37 weeks or more","All","Black non-Hispanic","2014"
"Windsor","All","37 weeks or more","All","Hispanic","2014"
"Windsor","All","37 weeks or more","All","Non-Hispanic","2014"
"Windsor","All","37 weeks or more","All","Other","2014"
"Windsor","All","37 weeks or more","All","Other non-Hispanic","2014"
"Windsor","All","37 weeks or more","All","Unknown Ethnicity","2014"
"Windsor","All","37 weeks or more","All","Unknown Race","2014"
"Windsor","All","37 weeks or more","All","Unknown Race/Ethnicity","2014"
"Windsor","All","37 weeks or more","All","White","2014"
"Windsor","All","37 weeks or more","All","White non-Hispanic","2014"
"Windsor","All","37 weeks or more","Unknown","All","2014"
"Windsor","All","All","0 to 14 years","All",NA
"Windsor","All","All","15 to 19 years","All","2014"
"Windsor","All","All","20 to 24 years","All","2014"
"Windsor","All","All","25 to 29 years","All","2014"
"Windsor","All","All","30 to 34 years","All","2014"
"Windsor","All","All","35 to 39 years","All","2014"
"Windsor","All","All","40 to 44 years","All","2014"
"Windsor","All","All","45 years and older","All","2014"
"Windsor","All","All","All","All","2014"
"Windsor","All","All","All","Black","2014"
"Windsor","All","All","All","Black non-Hispanic","2014"
"Windsor","All","All","All","Hispanic","2014"
"Windsor","All","All","All","Non-Hispanic","2014"
"Windsor","All","All","All","Other","2014"
"Windsor","All","All","All","Other non-Hispanic","2014"
"Windsor","All","All","All","Unknown Ethnicity","2014"
"Windsor","All","All","All","Unknown Race","2014"
"Windsor","All","All","All","Unknown Race/Ethnicity","2014"
"Windsor","All","All","All","White","2014"
"Windsor","All","All","All","White non-Hispanic","2014"
"Windsor","All","All","Unknown","All","2014"
"Windsor","All","Gestational age unknown","0 to 14 years","All",NA
"Windsor","All","Gestational age unknown","15 to 19 years","All",NA
"Windsor","All","Gestational age unknown","20 to 24 years","All",NA
"Windsor","All","Gestational age unknown","25 to 29 years","All","2010-2014"
"Windsor","All","Gestational age unknown","30 to 34 years","All","2010-2014"
"Windsor","All","Gestational age unknown","35 to 39 years","All",NA
"Windsor","All","Gestational age unknown","40 to 44 years","All",NA
"Windsor","All","Gestational age unknown","45 years and older","All",NA
"Windsor","All","Gestational age unknown","All","All","2010-2014"
"Windsor","All","Gestational age unknown","All","Black","2010-2014"
"Windsor","All","Gestational age unknown","All","Black non-Hispanic","2010-2014"
"Windsor","All","Gestational age unknown","All","Hispanic",NA
"Windsor","All","Gestational age unknown","All","Non-Hispanic","2010-2014"
"Windsor","All","Gestational age unknown","All","Other",NA
"Windsor","All","Gestational age unknown","All","Other non-Hispanic",NA
"Windsor","All","Gestational age unknown","All","Unknown Ethnicity","2010-2014"
"Windsor","All","Gestational age unknown","All","Unknown Race","2010-2014"
"Windsor","All","Gestational age unknown","All","Unknown Race/Ethnicity","2010-2014"
"Windsor","All","Gestational age unknown","All","White","2010-2014"
"Windsor","All","Gestational age unknown","All","White non-Hispanic","2010-2014"
"Windsor","All","Gestational age unknown","Unknown","All",NA
"Windsor","All","Less than 37 weeks","0 to 14 years","All",NA
"Windsor","All","Less than 37 weeks","15 to 19 years","All","2012-2014"
"Windsor","All","Less than 37 weeks","20 to 24 years","All","2014"
"Windsor","All","Less than 37 weeks","25 to 29 years","All","2014"
"Windsor","All","Less than 37 weeks","30 to 34 years","All","2014"
"Windsor","All","Less than 37 weeks","35 to 39 years","All","2014"
"Windsor","All","Less than 37 weeks","40 to 44 years","All","2012-2014"
"Windsor","All","Less than 37 weeks","45 years and older","All","2010-2014"
"Windsor","All","Less than 37 weeks","All","All","2014"
"Windsor","All","Less than 37 weeks","All","Black","2014"
"Windsor","All","Less than 37 weeks","All","Black non-Hispanic","2014"
"Windsor","All","Less than 37 weeks","All","Hispanic","2014"
"Windsor","All","Less than 37 weeks","All","Non-Hispanic","2014"
"Windsor","All","Less than 37 weeks","All","Other","2014"
"Windsor","All","Less than 37 weeks","All","Other non-Hispanic","2014"
"Windsor","All","Less than 37 weeks","All","Unknown Ethnicity","2010-2014"
"Windsor","All","Less than 37 weeks","All","Unknown Race",NA
"Windsor","All","Less than 37 weeks","All","Unknown Race/Ethnicity","2010-2014"
"Windsor","All","Less than 37 weeks","All","White","2014"
"Windsor","All","Less than 37 weeks","All","White non-Hispanic","2014"
"Windsor","All","Less than 37 weeks","Unknown","All",NA
"Windsor","Low Birth Weight (under 2500 grams)","All","0 to 14 years","All",NA
"Windsor","Low Birth Weight (under 2500 grams)","All","15 to 19 years","All","2014"
"Windsor","Low Birth Weight (under 2500 grams)","All","20 to 24 years","All","2014"
"Windsor","Low Birth Weight (under 2500 grams)","All","25 to 29 years","All","2014"
"Windsor","Low Birth Weight (under 2500 grams)","All","30 to 34 years","All","2014"
"Windsor","Low Birth Weight (under 2500 grams)","All","35 to 39 years","All","2014"
"Windsor","Low Birth Weight (under 2500 grams)","All","40 to 44 years","All","2012-2014"
"Windsor","Low Birth Weight (under 2500 grams)","All","45 years and older","All","2014"
"Windsor","Low Birth Weight (under 2500 grams)","All","All","All","2014"
"Windsor","Low Birth Weight (under 2500 grams)","All","All","Black","2014"
"Windsor","Low Birth Weight (under 2500 grams)","All","All","Black non-Hispanic","2014"
"Windsor","Low Birth Weight (under 2500 grams)","All","All","Hispanic","2014"
"Windsor","Low Birth Weight (under 2500 grams)","All","All","Non-Hispanic","2014"
"Windsor","Low Birth Weight (under 2500 grams)","All","All","Other","2014"
"Windsor","Low Birth Weight (under 2500 grams)","All","All","Other non-Hispanic","2014"
"Windsor","Low Birth Weight (under 2500 grams)","All","All","Unknown Ethnicity","2010-2014"
"Windsor","Low Birth Weight (under 2500 grams)","All","All","Unknown Race",NA
"Windsor","Low Birth Weight (under 2500 grams)","All","All","Unknown Race/Ethnicity","2010-2014"
"Windsor","Low Birth Weight (under 2500 grams)","All","All","White","2014"
"Windsor","Low Birth Weight (under 2500 grams)","All","All","White non-Hispanic","2014"
"Windsor","Low Birth Weight (under 2500 grams)","All","Unknown","All",NA
"Windsor","Very Low Birth Weight (under 1500 grams)","All","0 to 14 years","All",NA
"Windsor","Very Low Birth Weight (under 1500 grams)","All","15 to 19 years","All","2012-2014"
"Windsor","Very Low Birth Weight (under 1500 grams)","All","20 to 24 years","All","2014"
"Windsor","Very Low Birth Weight (under 1500 grams)","All","25 to 29 years","All","2014"
"Windsor","Very Low Birth Weight (under 1500 grams)","All","30 to 34 years","All","2014"
"Windsor","Very Low Birth Weight (under 1500 grams)","All","35 to 39 years","All","2014"
"Windsor","Very Low Birth Weight (under 1500 grams)","All","40 to 44 years","All","2012-2014"
"Windsor","Very Low Birth Weight (under 1500 grams)","All","45 years and older","All",NA
"Windsor","Very Low Birth Weight (under 1500 grams)","All","All","All","2014"
"Windsor","Very Low Birth Weight (under 1500 grams)","All","All","Black","2014"
"Windsor","Very Low Birth Weight (under 1500 grams)","All","All","Black non-Hispanic","2014"
"Windsor","Very Low Birth Weight (under 1500 grams)","All","All","Hispanic","2014"
"Windsor","Very Low Birth Weight (under 1500 grams)","All","All","Non-Hispanic","2014"
"Windsor","Very Low Birth Weight (under 1500 grams)","All","All","Other","2014"
"Windsor","Very Low Birth Weight (under 1500 grams)","All","All","Other non-Hispanic","2014"
"Windsor","Very Low Birth Weight (under 1500 grams)","All","All","Unknown Ethnicity",NA
"Windsor","Very Low Birth Weight (under 1500 grams)","All","All","Unknown Race",NA
"Windsor","Very Low Birth Weight (under 1500 grams)","All","All","Unknown Race/Ethnicity",NA
"Windsor","Very Low Birth Weight (under 1500 grams)","All","All","White","2014"
"Windsor","Very Low Birth Weight (under 1500 grams)","All","All","White non-Hispanic","2014"
"Windsor","Very Low Birth Weight (under 1500 grams)","All","Unknown","All",NA
"Windsor Locks","All","37 weeks or more","0 to 14 years","All",NA
"Windsor Locks","All","37 weeks or more","15 to 19 years","All","2014"
"Windsor Locks","All","37 weeks or more","20 to 24 years","All","2014"
"Windsor Locks","All","37 weeks or more","25 to 29 years","All","2014"
"Windsor Locks","All","37 weeks or more","30 to 34 years","All","2014"
"Windsor Locks","All","37 weeks or more","35 to 39 years","All","2014"
"Windsor Locks","All","37 weeks or more","40 to 44 years","All","2014"
"Windsor Locks","All","37 weeks or more","45 years and older","All","2010-2014"
"Windsor Locks","All","37 weeks or more","All","All","2014"
"Windsor Locks","All","37 weeks or more","All","Black","2014"
"Windsor Locks","All","37 weeks or more","All","Black non-Hispanic","2014"
"Windsor Locks","All","37 weeks or more","All","Hispanic","2014"
"Windsor Locks","All","37 weeks or more","All","Non-Hispanic","2014"
"Windsor Locks","All","37 weeks or more","All","Other","2014"
"Windsor Locks","All","37 weeks or more","All","Other non-Hispanic","2014"
"Windsor Locks","All","37 weeks or more","All","Unknown Ethnicity","2012-2014"
"Windsor Locks","All","37 weeks or more","All","Unknown Race",NA
"Windsor Locks","All","37 weeks or more","All","Unknown Race/Ethnicity","2012-2014"
"Windsor Locks","All","37 weeks or more","All","White","2014"
"Windsor Locks","All","37 weeks or more","All","White non-Hispanic","2014"
"Windsor Locks","All","37 weeks or more","Unknown","All",NA
"Windsor Locks","All","All","0 to 14 years","All",NA
"Windsor Locks","All","All","15 to 19 years","All","2014"
"Windsor Locks","All","All","20 to 24 years","All","2014"
"Windsor Locks","All","All","25 to 29 years","All","2014"
"Windsor Locks","All","All","30 to 34 years","All","2014"
"Windsor Locks","All","All","35 to 39 years","All","2014"
"Windsor Locks","All","All","40 to 44 years","All","2014"
"Windsor Locks","All","All","45 years and older","All","2012-2014"
"Windsor Locks","All","All","All","All","2014"
"Windsor Locks","All","All","All","Black","2014"
"Windsor Locks","All","All","All","Black non-Hispanic","2014"
"Windsor Locks","All","All","All","Hispanic","2014"
"Windsor Locks","All","All","All","Non-Hispanic","2014"
"Windsor Locks","All","All","All","Other","2014"
"Windsor Locks","All","All","All","Other non-Hispanic","2014"
"Windsor Locks","All","All","All","Unknown Ethnicity","2012-2014"
"Windsor Locks","All","All","All","Unknown Race",NA
"Windsor Locks","All","All","All","Unknown Race/Ethnicity","2012-2014"
"Windsor Locks","All","All","All","White","2014"
"Windsor Locks","All","All","All","White non-Hispanic","2014"
"Windsor Locks","All","All","Unknown","All",NA
"Windsor Locks","All","Gestational age unknown","0 to 14 years","All",NA
"Windsor Locks","All","Gestational age unknown","15 to 19 years","All",NA
"Windsor Locks","All","Gestational age unknown","20 to 24 years","All",NA
"Windsor Locks","All","Gestational age unknown","25 to 29 years","All",NA
"Windsor Locks","All","Gestational age unknown","30 to 34 years","All",NA
"Windsor Locks","All","Gestational age unknown","35 to 39 years","All",NA
"Windsor Locks","All","Gestational age unknown","40 to 44 years","All","2010-2014"
"Windsor Locks","All","Gestational age unknown","45 years and older","All",NA
"Windsor Locks","All","Gestational age unknown","All","All","2010-2014"
"Windsor Locks","All","Gestational age unknown","All","Black",NA
"Windsor Locks","All","Gestational age unknown","All","Black non-Hispanic",NA
"Windsor Locks","All","Gestational age unknown","All","Hispanic",NA
"Windsor Locks","All","Gestational age unknown","All","Non-Hispanic","2010-2014"
"Windsor Locks","All","Gestational age unknown","All","Other",NA
"Windsor Locks","All","Gestational age unknown","All","Other non-Hispanic",NA
"Windsor Locks","All","Gestational age unknown","All","Unknown Ethnicity",NA
"Windsor Locks","All","Gestational age unknown","All","Unknown Race",NA
"Windsor Locks","All","Gestational age unknown","All","Unknown Race/Ethnicity",NA
"Windsor Locks","All","Gestational age unknown","All","White","2010-2014"
"Windsor Locks","All","Gestational age unknown","All","White non-Hispanic","2010-2014"
"Windsor Locks","All","Gestational age unknown","Unknown","All",NA
"Windsor Locks","All","Less than 37 weeks","0 to 14 years","All",NA
"Windsor Locks","All","Less than 37 weeks","15 to 19 years","All","2014"
"Windsor Locks","All","Less than 37 weeks","20 to 24 years","All","2012-2014"
"Windsor Locks","All","Less than 37 weeks","25 to 29 years","All","2014"
"Windsor Locks","All","Less than 37 weeks","30 to 34 years","All","2014"
"Windsor Locks","All","Less than 37 weeks","35 to 39 years","All","2014"
"Windsor Locks","All","Less than 37 weeks","40 to 44 years","All","2012-2014"
"Windsor Locks","All","Less than 37 weeks","45 years and older","All","2012-2014"
"Windsor Locks","All","Less than 37 weeks","All","All","2014"
"Windsor Locks","All","Less than 37 weeks","All","Black","2012-2014"
"Windsor Locks","All","Less than 37 weeks","All","Black non-Hispanic","2012-2014"
"Windsor Locks","All","Less than 37 weeks","All","Hispanic","2014"
"Windsor Locks","All","Less than 37 weeks","All","Non-Hispanic","2014"
"Windsor Locks","All","Less than 37 weeks","All","Other","2014"
"Windsor Locks","All","Less than 37 weeks","All","Other non-Hispanic","2014"
"Windsor Locks","All","Less than 37 weeks","All","Unknown Ethnicity","2010-2014"
"Windsor Locks","All","Less than 37 weeks","All","Unknown Race",NA
"Windsor Locks","All","Less than 37 weeks","All","Unknown Race/Ethnicity","2010-2014"
"Windsor Locks","All","Less than 37 weeks","All","White","2014"
"Windsor Locks","All","Less than 37 weeks","All","White non-Hispanic","2014"
"Windsor Locks","All","Less than 37 weeks","Unknown","All",NA
"Windsor Locks","Low Birth Weight (under 2500 grams)","All","0 to 14 years","All",NA
"Windsor Locks","Low Birth Weight (under 2500 grams)","All","15 to 19 years","All","2014"
"Windsor Locks","Low Birth Weight (under 2500 grams)","All","20 to 24 years","All","2014"
"Windsor Locks","Low Birth Weight (under 2500 grams)","All","25 to 29 years","All","2014"
"Windsor Locks","Low Birth Weight (under 2500 grams)","All","30 to 34 years","All","2014"
"Windsor Locks","Low Birth Weight (under 2500 grams)","All","35 to 39 years","All","2014"
"Windsor Locks","Low Birth Weight (under 2500 grams)","All","40 to 44 years","All","2012-2014"
"Windsor Locks","Low Birth Weight (under 2500 grams)","All","45 years and older","All","2012-2014"
"Windsor Locks","Low Birth Weight (under 2500 grams)","All","All","All","2014"
"Windsor Locks","Low Birth Weight (under 2500 grams)","All","All","Black","2014"
"Windsor Locks","Low Birth Weight (under 2500 grams)","All","All","Black non-Hispanic","2014"
"Windsor Locks","Low Birth Weight (under 2500 grams)","All","All","Hispanic","2014"
"Windsor Locks","Low Birth Weight (under 2500 grams)","All","All","Non-Hispanic","2014"
"Windsor Locks","Low Birth Weight (under 2500 grams)","All","All","Other","2012-2014"
"Windsor Locks","Low Birth Weight (under 2500 grams)","All","All","Other non-Hispanic","2012-2014"
"Windsor Locks","Low Birth Weight (under 2500 grams)","All","All","Unknown Ethnicity",NA
"Windsor Locks","Low Birth Weight (under 2500 grams)","All","All","Unknown Race",NA
"Windsor Locks","Low Birth Weight (under 2500 grams)","All","All","Unknown Race/Ethnicity",NA
"Windsor Locks","Low Birth Weight (under 2500 grams)","All","All","White","2014"
"Windsor Locks","Low Birth Weight (under 2500 grams)","All","All","White non-Hispanic","2014"
"Windsor Locks","Low Birth Weight (under 2500 grams)","All","Unknown","All",NA
"Windsor Locks","Very Low Birth Weight (under 1500 grams)","All","0 to 14 years","All",NA
"Windsor Locks","Very Low Birth Weight (under 1500 grams)","All","15 to 19 years","All",NA
"Windsor Locks","Very Low Birth Weight (under 1500 grams)","All","20 to 24 years","All",NA
"Windsor Locks","Very Low Birth Weight (under 1500 grams)","All","25 to 29 years","All",NA
"Windsor Locks","Very Low Birth Weight (under 1500 grams)","All","30 to 34 years","All","2012-2014"
"Windsor Locks","Very Low Birth Weight (under 1500 grams)","All","35 to 39 years","All","2012-2014"
"Windsor Locks","Very Low Birth Weight (under 1500 grams)","All","40 to 44 years","All","2012-2014"
"Windsor Locks","Very Low Birth Weight (under 1500 grams)","All","45 years and older","All",NA
"Windsor Locks","Very Low Birth Weight (under 1500 grams)","All","All","All","2012-2014"
"Windsor Locks","Very Low Birth Weight (under 1500 grams)","All","All","Black",NA
"Windsor Locks","Very Low Birth Weight (under 1500 grams)","All","All","Black non-Hispanic",NA
"Windsor Locks","Very Low Birth Weight (under 1500 grams)","All","All","Hispanic",NA
"Windsor Locks","Very Low Birth Weight (under 1500 grams)","All","All","Non-Hispanic","2012-2014"
"Windsor Locks","Very Low Birth Weight (under 1500 grams)","All","All","Other","2012-2014"
"Windsor Locks","Very Low Birth Weight (under 1500 grams)","All","All","Other non-Hispanic","2012-2014"
"Windsor Locks","Very Low Birth Weight (under 1500 grams)","All","All","Unknown Ethnicity",NA
"Windsor Locks","Very Low Birth Weight (under 1500 grams)","All","All","Unknown Race",NA
"Windsor Locks","Very Low Birth Weight (under 1500 grams)","All","All","Unknown Race/Ethnicity",NA
"Windsor Locks","Very Low Birth Weight (under 1500 grams)","All","All","White","2012-2014"
"Windsor Locks","Very Low Birth Weight (under 1500 grams)","All","All","White non-Hispanic","2012-2014"
"Windsor Locks","Very Low Birth Weight (under 1500 grams)","All","Unknown","All",NA
"Wolcott","All","37 weeks or more","0 to 14 years","All",NA
"Wolcott","All","37 weeks or more","15 to 19 years","All","2014"
"Wolcott","All","37 weeks or more","20 to 24 years","All","2014"
"Wolcott","All","37 weeks or more","25 to 29 years","All","2014"
"Wolcott","All","37 weeks or more","30 to 34 years","All","2014"
"Wolcott","All","37 weeks or more","35 to 39 years","All","2014"
"Wolcott","All","37 weeks or more","40 to 44 years","All","2014"
"Wolcott","All","37 weeks or more","45 years and older","All",NA
"Wolcott","All","37 weeks or more","All","All","2014"
"Wolcott","All","37 weeks or more","All","Black","2014"
"Wolcott","All","37 weeks or more","All","Black non-Hispanic","2014"
"Wolcott","All","37 weeks or more","All","Hispanic","2014"
"Wolcott","All","37 weeks or more","All","Non-Hispanic","2014"
"Wolcott","All","37 weeks or more","All","Other","2014"
"Wolcott","All","37 weeks or more","All","Other non-Hispanic","2014"
"Wolcott","All","37 weeks or more","All","Unknown Ethnicity","2010-2014"
"Wolcott","All","37 weeks or more","All","Unknown Race",NA
"Wolcott","All","37 weeks or more","All","Unknown Race/Ethnicity","2010-2014"
"Wolcott","All","37 weeks or more","All","White","2014"
"Wolcott","All","37 weeks or more","All","White non-Hispanic","2014"
"Wolcott","All","37 weeks or more","Unknown","All",NA
"Wolcott","All","All","0 to 14 years","All",NA
"Wolcott","All","All","15 to 19 years","All","2014"
"Wolcott","All","All","20 to 24 years","All","2014"
"Wolcott","All","All","25 to 29 years","All","2014"
"Wolcott","All","All","30 to 34 years","All","2014"
"Wolcott","All","All","35 to 39 years","All","2014"
"Wolcott","All","All","40 to 44 years","All","2014"
"Wolcott","All","All","45 years and older","All",NA
"Wolcott","All","All","All","All","2014"
"Wolcott","All","All","All","Black","2014"
"Wolcott","All","All","All","Black non-Hispanic","2014"
"Wolcott","All","All","All","Hispanic","2014"
"Wolcott","All","All","All","Non-Hispanic","2014"
"Wolcott","All","All","All","Other","2014"
"Wolcott","All","All","All","Other non-Hispanic","2014"
"Wolcott","All","All","All","Unknown Ethnicity","2010-2014"
"Wolcott","All","All","All","Unknown Race",NA
"Wolcott","All","All","All","Unknown Race/Ethnicity","2010-2014"
"Wolcott","All","All","All","White","2014"
"Wolcott","All","All","All","White non-Hispanic","2014"
"Wolcott","All","All","Unknown","All",NA
"Wolcott","All","Gestational age unknown","0 to 14 years","All",NA
"Wolcott","All","Gestational age unknown","15 to 19 years","All",NA
"Wolcott","All","Gestational age unknown","20 to 24 years","All",NA
"Wolcott","All","Gestational age unknown","25 to 29 years","All",NA
"Wolcott","All","Gestational age unknown","30 to 34 years","All",NA
"Wolcott","All","Gestational age unknown","35 to 39 years","All",NA
"Wolcott","All","Gestational age unknown","40 to 44 years","All",NA
"Wolcott","All","Gestational age unknown","45 years and older","All",NA
"Wolcott","All","Gestational age unknown","All","All",NA
"Wolcott","All","Gestational age unknown","All","Black",NA
"Wolcott","All","Gestational age unknown","All","Black non-Hispanic",NA
"Wolcott","All","Gestational age unknown","All","Hispanic",NA
"Wolcott","All","Gestational age unknown","All","Non-Hispanic",NA
"Wolcott","All","Gestational age unknown","All","Other",NA
"Wolcott","All","Gestational age unknown","All","Other non-Hispanic",NA
"Wolcott","All","Gestational age unknown","All","Unknown Ethnicity",NA
"Wolcott","All","Gestational age unknown","All","Unknown Race",NA
"Wolcott","All","Gestational age unknown","All","Unknown Race/Ethnicity",NA
"Wolcott","All","Gestational age unknown","All","White",NA
"Wolcott","All","Gestational age unknown","All","White non-Hispanic",NA
"Wolcott","All","Gestational age unknown","Unknown","All",NA
"Wolcott","All","Less than 37 weeks","0 to 14 years","All",NA
"Wolcott","All","Less than 37 weeks","15 to 19 years","All","2012-2014"
"Wolcott","All","Less than 37 weeks","20 to 24 years","All","2014"
"Wolcott","All","Less than 37 weeks","25 to 29 years","All","2014"
"Wolcott","All","Less than 37 weeks","30 to 34 years","All","2014"
"Wolcott","All","Less than 37 weeks","35 to 39 years","All","2014"
"Wolcott","All","Less than 37 weeks","40 to 44 years","All","2012-2014"
"Wolcott","All","Less than 37 weeks","45 years and older","All",NA
"Wolcott","All","Less than 37 weeks","All","All","2014"
"Wolcott","All","Less than 37 weeks","All","Black","2014"
"Wolcott","All","Less than 37 weeks","All","Black non-Hispanic","2014"
"Wolcott","All","Less than 37 weeks","All","Hispanic","2014"
"Wolcott","All","Less than 37 weeks","All","Non-Hispanic","2014"
"Wolcott","All","Less than 37 weeks","All","Other","2014"
"Wolcott","All","Less than 37 weeks","All","Other non-Hispanic","2014"
"Wolcott","All","Less than 37 weeks","All","Unknown Ethnicity",NA
"Wolcott","All","Less than 37 weeks","All","Unknown Race",NA
"Wolcott","All","Less than 37 weeks","All","Unknown Race/Ethnicity",NA
"Wolcott","All","Less than 37 weeks","All","White","2014"
"Wolcott","All","Less than 37 weeks","All","White non-Hispanic","2014"
"Wolcott","All","Less than 37 weeks","Unknown","All",NA
"Wolcott","Low Birth Weight (under 2500 grams)","All","0 to 14 years","All",NA
"Wolcott","Low Birth Weight (under 2500 grams)","All","15 to 19 years","All","2012-2014"
"Wolcott","Low Birth Weight (under 2500 grams)","All","20 to 24 years","All","2014"
"Wolcott","Low Birth Weight (under 2500 grams)","All","25 to 29 years","All","2014"
"Wolcott","Low Birth Weight (under 2500 grams)","All","30 to 34 years","All","2014"
"Wolcott","Low Birth Weight (under 2500 grams)","All","35 to 39 years","All","2014"
"Wolcott","Low Birth Weight (under 2500 grams)","All","40 to 44 years","All","2012-2014"
"Wolcott","Low Birth Weight (under 2500 grams)","All","45 years and older","All",NA
"Wolcott","Low Birth Weight (under 2500 grams)","All","All","All","2014"
"Wolcott","Low Birth Weight (under 2500 grams)","All","All","Black","2014"
"Wolcott","Low Birth Weight (under 2500 grams)","All","All","Black non-Hispanic","2014"
"Wolcott","Low Birth Weight (under 2500 grams)","All","All","Hispanic","2012-2014"
"Wolcott","Low Birth Weight (under 2500 grams)","All","All","Non-Hispanic","2014"
"Wolcott","Low Birth Weight (under 2500 grams)","All","All","Other","2012-2014"
"Wolcott","Low Birth Weight (under 2500 grams)","All","All","Other non-Hispanic","2012-2014"
"Wolcott","Low Birth Weight (under 2500 grams)","All","All","Unknown Ethnicity",NA
"Wolcott","Low Birth Weight (under 2500 grams)","All","All","Unknown Race",NA
"Wolcott","Low Birth Weight (under 2500 grams)","All","All","Unknown Race/Ethnicity",NA
"Wolcott","Low Birth Weight (under 2500 grams)","All","All","White","2014"
"Wolcott","Low Birth Weight (under 2500 grams)","All","All","White non-Hispanic","2014"
"Wolcott","Low Birth Weight (under 2500 grams)","All","Unknown","All",NA
"Wolcott","Very Low Birth Weight (under 1500 grams)","All","0 to 14 years","All",NA
"Wolcott","Very Low Birth Weight (under 1500 grams)","All","15 to 19 years","All",NA
"Wolcott","Very Low Birth Weight (under 1500 grams)","All","20 to 24 years","All","2012-2014"
"Wolcott","Very Low Birth Weight (under 1500 grams)","All","25 to 29 years","All",NA
"Wolcott","Very Low Birth Weight (under 1500 grams)","All","30 to 34 years","All","2010-2014"
"Wolcott","Very Low Birth Weight (under 1500 grams)","All","35 to 39 years","All",NA
"Wolcott","Very Low Birth Weight (under 1500 grams)","All","40 to 44 years","All",NA
"Wolcott","Very Low Birth Weight (under 1500 grams)","All","45 years and older","All",NA
"Wolcott","Very Low Birth Weight (under 1500 grams)","All","All","All","2012-2014"
"Wolcott","Very Low Birth Weight (under 1500 grams)","All","All","Black",NA
"Wolcott","Very Low Birth Weight (under 1500 grams)","All","All","Black non-Hispanic",NA
"Wolcott","Very Low Birth Weight (under 1500 grams)","All","All","Hispanic","2010-2014"
"Wolcott","Very Low Birth Weight (under 1500 grams)","All","All","Non-Hispanic","2012-2014"
"Wolcott","Very Low Birth Weight (under 1500 grams)","All","All","Other",NA
"Wolcott","Very Low Birth Weight (under 1500 grams)","All","All","Other non-Hispanic",NA
"Wolcott","Very Low Birth Weight (under 1500 grams)","All","All","Unknown Ethnicity",NA
"Wolcott","Very Low Birth Weight (under 1500 grams)","All","All","Unknown Race",NA
"Wolcott","Very Low Birth Weight (under 1500 grams)","All","All","Unknown Race/Ethnicity",NA
"Wolcott","Very Low Birth Weight (under 1500 grams)","All","All","White","2012-2014"
"Wolcott","Very Low Birth Weight (under 1500 grams)","All","All","White non-Hispanic","2012-2014"
"Wolcott","Very Low Birth Weight (under 1500 grams)","All","Unknown","All",NA
"Woodbridge","All","37 weeks or more","0 to 14 years","All",NA
"Woodbridge","All","37 weeks or more","15 to 19 years","All","2014"
"Woodbridge","All","37 weeks or more","20 to 24 years","All","2014"
"Woodbridge","All","37 weeks or more","25 to 29 years","All","2014"
"Woodbridge","All","37 weeks or more","30 to 34 years","All","2014"
"Woodbridge","All","37 weeks or more","35 to 39 years","All","2014"
"Woodbridge","All","37 weeks or more","40 to 44 years","All","2014"
