"Town","FIPS","Birth.Weight","Gestational.Age","Initiation.of.Prenatal.Care","Smoking.During.Pregnancy","Earliest.Data.Available"
"South Windsor",900371390,"Low Birth Weight (under 2500 grams)","All","All","Unknown","2010-2014"
"South Windsor",900371390,"Low Birth Weight (under 2500 grams)","All","All","Yes","2014"
"South Windsor",900371390,"Low Birth Weight (under 2500 grams)","All","First Trimester","All","2014"
"South Windsor",900371390,"Low Birth Weight (under 2500 grams)","All","None","All",NA
"South Windsor",900371390,"Low Birth Weight (under 2500 grams)","All","Second Trimester","All","2014"
"South Windsor",900371390,"Low Birth Weight (under 2500 grams)","All","Third Trimester","All","2014"
"South Windsor",900371390,"Low Birth Weight (under 2500 grams)","All","Unknown","All","2012-2014"
"South Windsor",900371390,"Very Low Birth Weight (under 1500 grams)","All","All","All","2014"
"South Windsor",900371390,"Very Low Birth Weight (under 1500 grams)","All","All","No","2014"
"South Windsor",900371390,"Very Low Birth Weight (under 1500 grams)","All","All","Unknown",NA
"South Windsor",900371390,"Very Low Birth Weight (under 1500 grams)","All","All","Yes",NA
"South Windsor",900371390,"Very Low Birth Weight (under 1500 grams)","All","First Trimester","All","2014"
"South Windsor",900371390,"Very Low Birth Weight (under 1500 grams)","All","None","All",NA
"South Windsor",900371390,"Very Low Birth Weight (under 1500 grams)","All","Second Trimester","All","2010-2014"
"South Windsor",900371390,"Very Low Birth Weight (under 1500 grams)","All","Third Trimester","All",NA
"South Windsor",900371390,"Very Low Birth Weight (under 1500 grams)","All","Unknown","All","2010-2014"
"Sprague",901171670,"All","37 weeks or more","All","All","2014"
"Sprague",901171670,"All","37 weeks or more","All","No","2014"
"Sprague",901171670,"All","37 weeks or more","All","Unknown","2010-2014"
"Sprague",901171670,"All","37 weeks or more","All","Yes","2014"
"Sprague",901171670,"All","37 weeks or more","First Trimester","All","2014"
"Sprague",901171670,"All","37 weeks or more","None","All","2014"
"Sprague",901171670,"All","37 weeks or more","Second Trimester","All","2014"
"Sprague",901171670,"All","37 weeks or more","Third Trimester","All","2014"
"Sprague",901171670,"All","37 weeks or more","Unknown","All","2010-2014"
"Sprague",901171670,"All","All","All","All","2014"
"Sprague",901171670,"All","All","All","No","2014"
"Sprague",901171670,"All","All","All","Unknown","2010-2014"
"Sprague",901171670,"All","All","All","Yes","2014"
"Sprague",901171670,"All","All","First Trimester","All","2014"
"Sprague",901171670,"All","All","None","All","2014"
"Sprague",901171670,"All","All","Second Trimester","All","2014"
"Sprague",901171670,"All","All","Third Trimester","All","2014"
"Sprague",901171670,"All","All","Unknown","All","2010-2014"
"Sprague",901171670,"All","Gestational age unknown","All","All",NA
"Sprague",901171670,"All","Gestational age unknown","All","No",NA
"Sprague",901171670,"All","Gestational age unknown","All","Unknown",NA
"Sprague",901171670,"All","Gestational age unknown","All","Yes",NA
"Sprague",901171670,"All","Gestational age unknown","First Trimester","All",NA
"Sprague",901171670,"All","Gestational age unknown","None","All",NA
"Sprague",901171670,"All","Gestational age unknown","Second Trimester","All",NA
"Sprague",901171670,"All","Gestational age unknown","Third Trimester","All",NA
"Sprague",901171670,"All","Gestational age unknown","Unknown","All",NA
"Sprague",901171670,"All","Less than 37 weeks","All","All","2014"
"Sprague",901171670,"All","Less than 37 weeks","All","No","2014"
"Sprague",901171670,"All","Less than 37 weeks","All","Unknown",NA
"Sprague",901171670,"All","Less than 37 weeks","All","Yes","2010-2014"
"Sprague",901171670,"All","Less than 37 weeks","First Trimester","All","2014"
"Sprague",901171670,"All","Less than 37 weeks","None","All",NA
"Sprague",901171670,"All","Less than 37 weeks","Second Trimester","All",NA
"Sprague",901171670,"All","Less than 37 weeks","Third Trimester","All",NA
"Sprague",901171670,"All","Less than 37 weeks","Unknown","All","2010-2014"
"Sprague",901171670,"Low Birth Weight (under 2500 grams)","All","All","All","2014"
"Sprague",901171670,"Low Birth Weight (under 2500 grams)","All","All","No","2014"
"Sprague",901171670,"Low Birth Weight (under 2500 grams)","All","All","Unknown",NA
"Sprague",901171670,"Low Birth Weight (under 2500 grams)","All","All","Yes","2014"
"Sprague",901171670,"Low Birth Weight (under 2500 grams)","All","First Trimester","All","2014"
"Sprague",901171670,"Low Birth Weight (under 2500 grams)","All","None","All",NA
"Sprague",901171670,"Low Birth Weight (under 2500 grams)","All","Second Trimester","All",NA
"Sprague",901171670,"Low Birth Weight (under 2500 grams)","All","Third Trimester","All",NA
"Sprague",901171670,"Low Birth Weight (under 2500 grams)","All","Unknown","All",NA
"Sprague",901171670,"Very Low Birth Weight (under 1500 grams)","All","All","All","2012-2014"
"Sprague",901171670,"Very Low Birth Weight (under 1500 grams)","All","All","No","2012-2014"
"Sprague",901171670,"Very Low Birth Weight (under 1500 grams)","All","All","Unknown",NA
"Sprague",901171670,"Very Low Birth Weight (under 1500 grams)","All","All","Yes",NA
"Sprague",901171670,"Very Low Birth Weight (under 1500 grams)","All","First Trimester","All","2012-2014"
"Sprague",901171670,"Very Low Birth Weight (under 1500 grams)","All","None","All",NA
"Sprague",901171670,"Very Low Birth Weight (under 1500 grams)","All","Second Trimester","All",NA
"Sprague",901171670,"Very Low Birth Weight (under 1500 grams)","All","Third Trimester","All",NA
"Sprague",901171670,"Very Low Birth Weight (under 1500 grams)","All","Unknown","All",NA
"Stafford",901372090,"All","37 weeks or more","All","All","2014"
"Stafford",901372090,"All","37 weeks or more","All","No","2014"
"Stafford",901372090,"All","37 weeks or more","All","Unknown",NA
"Stafford",901372090,"All","37 weeks or more","All","Yes","2014"
"Stafford",901372090,"All","37 weeks or more","First Trimester","All","2014"
"Stafford",901372090,"All","37 weeks or more","None","All",NA
"Stafford",901372090,"All","37 weeks or more","Second Trimester","All","2014"
"Stafford",901372090,"All","37 weeks or more","Third Trimester","All","2014"
"Stafford",901372090,"All","37 weeks or more","Unknown","All","2012-2014"
"Stafford",901372090,"All","All","All","All","2014"
"Stafford",901372090,"All","All","All","No","2014"
"Stafford",901372090,"All","All","All","Unknown",NA
"Stafford",901372090,"All","All","All","Yes","2014"
"Stafford",901372090,"All","All","First Trimester","All","2014"
"Stafford",901372090,"All","All","None","All","2010-2014"
"Stafford",901372090,"All","All","Second Trimester","All","2014"
"Stafford",901372090,"All","All","Third Trimester","All","2014"
"Stafford",901372090,"All","All","Unknown","All","2012-2014"
"Stafford",901372090,"All","Gestational age unknown","All","All","2012-2014"
"Stafford",901372090,"All","Gestational age unknown","All","No","2012-2014"
"Stafford",901372090,"All","Gestational age unknown","All","Unknown",NA
"Stafford",901372090,"All","Gestational age unknown","All","Yes",NA
"Stafford",901372090,"All","Gestational age unknown","First Trimester","All",NA
"Stafford",901372090,"All","Gestational age unknown","None","All",NA
"Stafford",901372090,"All","Gestational age unknown","Second Trimester","All",NA
"Stafford",901372090,"All","Gestational age unknown","Third Trimester","All",NA
"Stafford",901372090,"All","Gestational age unknown","Unknown","All","2012-2014"
"Stafford",901372090,"All","Less than 37 weeks","All","All","2014"
"Stafford",901372090,"All","Less than 37 weeks","All","No","2014"
"Stafford",901372090,"All","Less than 37 weeks","All","Unknown",NA
"Stafford",901372090,"All","Less than 37 weeks","All","Yes","2014"
"Stafford",901372090,"All","Less than 37 weeks","First Trimester","All","2014"
"Stafford",901372090,"All","Less than 37 weeks","None","All","2010-2014"
"Stafford",901372090,"All","Less than 37 weeks","Second Trimester","All","2014"
"Stafford",901372090,"All","Less than 37 weeks","Third Trimester","All",NA
"Stafford",901372090,"All","Less than 37 weeks","Unknown","All","2012-2014"
"Stafford",901372090,"Low Birth Weight (under 2500 grams)","All","All","All","2014"
"Stafford",901372090,"Low Birth Weight (under 2500 grams)","All","All","No","2014"
"Stafford",901372090,"Low Birth Weight (under 2500 grams)","All","All","Unknown",NA
"Stafford",901372090,"Low Birth Weight (under 2500 grams)","All","All","Yes","2012-2014"
"Stafford",901372090,"Low Birth Weight (under 2500 grams)","All","First Trimester","All","2014"
"Stafford",901372090,"Low Birth Weight (under 2500 grams)","All","None","All",NA
"Stafford",901372090,"Low Birth Weight (under 2500 grams)","All","Second Trimester","All","2012-2014"
"Stafford",901372090,"Low Birth Weight (under 2500 grams)","All","Third Trimester","All",NA
"Stafford",901372090,"Low Birth Weight (under 2500 grams)","All","Unknown","All","2012-2014"
"Stafford",901372090,"Very Low Birth Weight (under 1500 grams)","All","All","All","2012-2014"
"Stafford",901372090,"Very Low Birth Weight (under 1500 grams)","All","All","No","2012-2014"
"Stafford",901372090,"Very Low Birth Weight (under 1500 grams)","All","All","Unknown",NA
"Stafford",901372090,"Very Low Birth Weight (under 1500 grams)","All","All","Yes","2010-2014"
"Stafford",901372090,"Very Low Birth Weight (under 1500 grams)","All","First Trimester","All","2012-2014"
"Stafford",901372090,"Very Low Birth Weight (under 1500 grams)","All","None","All",NA
"Stafford",901372090,"Very Low Birth Weight (under 1500 grams)","All","Second Trimester","All",NA
"Stafford",901372090,"Very Low Birth Weight (under 1500 grams)","All","Third Trimester","All",NA
"Stafford",901372090,"Very Low Birth Weight (under 1500 grams)","All","Unknown","All",NA
"Stamford",900173070,"All","37 weeks or more","All","All","2014"
"Stamford",900173070,"All","37 weeks or more","All","No","2014"
"Stamford",900173070,"All","37 weeks or more","All","Unknown","2014"
"Stamford",900173070,"All","37 weeks or more","All","Yes","2014"
"Stamford",900173070,"All","37 weeks or more","First Trimester","All","2014"
"Stamford",900173070,"All","37 weeks or more","None","All","2012-2014"
"Stamford",900173070,"All","37 weeks or more","Second Trimester","All","2014"
"Stamford",900173070,"All","37 weeks or more","Third Trimester","All","2014"
"Stamford",900173070,"All","37 weeks or more","Unknown","All","2014"
"Stamford",900173070,"All","All","All","All","2014"
"Stamford",900173070,"All","All","All","No","2014"
"Stamford",900173070,"All","All","All","Unknown","2014"
"Stamford",900173070,"All","All","All","Yes","2014"
"Stamford",900173070,"All","All","First Trimester","All","2014"
"Stamford",900173070,"All","All","None","All","2012-2014"
"Stamford",900173070,"All","All","Second Trimester","All","2014"
"Stamford",900173070,"All","All","Third Trimester","All","2014"
"Stamford",900173070,"All","All","Unknown","All","2014"
"Stamford",900173070,"All","Gestational age unknown","All","All","2014"
"Stamford",900173070,"All","Gestational age unknown","All","No",NA
"Stamford",900173070,"All","Gestational age unknown","All","Unknown","2012-2014"
"Stamford",900173070,"All","Gestational age unknown","All","Yes","2014"
"Stamford",900173070,"All","Gestational age unknown","First Trimester","All",NA
"Stamford",900173070,"All","Gestational age unknown","None","All",NA
"Stamford",900173070,"All","Gestational age unknown","Second Trimester","All",NA
"Stamford",900173070,"All","Gestational age unknown","Third Trimester","All","2014"
"Stamford",900173070,"All","Gestational age unknown","Unknown","All","2012-2014"
"Stamford",900173070,"All","Less than 37 weeks","All","All","2014"
"Stamford",900173070,"All","Less than 37 weeks","All","No","2014"
"Stamford",900173070,"All","Less than 37 weeks","All","Unknown","2012-2014"
"Stamford",900173070,"All","Less than 37 weeks","All","Yes","2014"
"Stamford",900173070,"All","Less than 37 weeks","First Trimester","All","2014"
"Stamford",900173070,"All","Less than 37 weeks","None","All","2012-2014"
"Stamford",900173070,"All","Less than 37 weeks","Second Trimester","All","2014"
"Stamford",900173070,"All","Less than 37 weeks","Third Trimester","All","2014"
"Stamford",900173070,"All","Less than 37 weeks","Unknown","All","2014"
"Stamford",900173070,"Low Birth Weight (under 2500 grams)","All","All","All","2014"
"Stamford",900173070,"Low Birth Weight (under 2500 grams)","All","All","No","2014"
"Stamford",900173070,"Low Birth Weight (under 2500 grams)","All","All","Unknown","2012-2014"
"Stamford",900173070,"Low Birth Weight (under 2500 grams)","All","All","Yes","2014"
"Stamford",900173070,"Low Birth Weight (under 2500 grams)","All","First Trimester","All","2014"
"Stamford",900173070,"Low Birth Weight (under 2500 grams)","All","None","All","2010-2014"
"Stamford",900173070,"Low Birth Weight (under 2500 grams)","All","Second Trimester","All","2014"
"Stamford",900173070,"Low Birth Weight (under 2500 grams)","All","Third Trimester","All","2014"
"Stamford",900173070,"Low Birth Weight (under 2500 grams)","All","Unknown","All","2014"
"Stamford",900173070,"Very Low Birth Weight (under 1500 grams)","All","All","All","2014"
"Stamford",900173070,"Very Low Birth Weight (under 1500 grams)","All","All","No","2014"
"Stamford",900173070,"Very Low Birth Weight (under 1500 grams)","All","All","Unknown","2012-2014"
"Stamford",900173070,"Very Low Birth Weight (under 1500 grams)","All","All","Yes","2012-2014"
"Stamford",900173070,"Very Low Birth Weight (under 1500 grams)","All","First Trimester","All","2014"
"Stamford",900173070,"Very Low Birth Weight (under 1500 grams)","All","None","All",NA
"Stamford",900173070,"Very Low Birth Weight (under 1500 grams)","All","Second Trimester","All","2014"
"Stamford",900173070,"Very Low Birth Weight (under 1500 grams)","All","Third Trimester","All","2012-2014"
"Stamford",900173070,"Very Low Birth Weight (under 1500 grams)","All","Unknown","All","2014"
"Sterling",901573420,"All","37 weeks or more","All","All","2014"
"Sterling",901573420,"All","37 weeks or more","All","No","2014"
"Sterling",901573420,"All","37 weeks or more","All","Unknown","2014"
"Sterling",901573420,"All","37 weeks or more","All","Yes","2014"
"Sterling",901573420,"All","37 weeks or more","First Trimester","All","2014"
"Sterling",901573420,"All","37 weeks or more","None","All",NA
"Sterling",901573420,"All","37 weeks or more","Second Trimester","All","2014"
"Sterling",901573420,"All","37 weeks or more","Third Trimester","All","2010-2014"
"Sterling",901573420,"All","37 weeks or more","Unknown","All","2010-2014"
"Sterling",901573420,"All","All","All","All","2014"
"Sterling",901573420,"All","All","All","No","2014"
"Sterling",901573420,"All","All","All","Unknown","2014"
"Sterling",901573420,"All","All","All","Yes","2014"
"Sterling",901573420,"All","All","First Trimester","All","2014"
"Sterling",901573420,"All","All","None","All",NA
"Sterling",901573420,"All","All","Second Trimester","All","2014"
"Sterling",901573420,"All","All","Third Trimester","All","2010-2014"
"Sterling",901573420,"All","All","Unknown","All","2012-2014"
"Sterling",901573420,"All","Gestational age unknown","All","All",NA
"Sterling",901573420,"All","Gestational age unknown","All","No",NA
"Sterling",901573420,"All","Gestational age unknown","All","Unknown",NA
"Sterling",901573420,"All","Gestational age unknown","All","Yes",NA
"Sterling",901573420,"All","Gestational age unknown","First Trimester","All",NA
"Sterling",901573420,"All","Gestational age unknown","None","All",NA
"Sterling",901573420,"All","Gestational age unknown","Second Trimester","All",NA
"Sterling",901573420,"All","Gestational age unknown","Third Trimester","All",NA
"Sterling",901573420,"All","Gestational age unknown","Unknown","All",NA
"Sterling",901573420,"All","Less than 37 weeks","All","All","2014"
"Sterling",901573420,"All","Less than 37 weeks","All","No","2014"
"Sterling",901573420,"All","Less than 37 weeks","All","Unknown","2012-2014"
"Sterling",901573420,"All","Less than 37 weeks","All","Yes","2012-2014"
"Sterling",901573420,"All","Less than 37 weeks","First Trimester","All","2014"
"Sterling",901573420,"All","Less than 37 weeks","None","All",NA
"Sterling",901573420,"All","Less than 37 weeks","Second Trimester","All","2012-2014"
"Sterling",901573420,"All","Less than 37 weeks","Third Trimester","All",NA
"Sterling",901573420,"All","Less than 37 weeks","Unknown","All","2012-2014"
"Sterling",901573420,"Low Birth Weight (under 2500 grams)","All","All","All","2014"
"Sterling",901573420,"Low Birth Weight (under 2500 grams)","All","All","No","2014"
"Sterling",901573420,"Low Birth Weight (under 2500 grams)","All","All","Unknown","2012-2014"
"Sterling",901573420,"Low Birth Weight (under 2500 grams)","All","All","Yes","2014"
"Sterling",901573420,"Low Birth Weight (under 2500 grams)","All","First Trimester","All","2014"
"Sterling",901573420,"Low Birth Weight (under 2500 grams)","All","None","All",NA
"Sterling",901573420,"Low Birth Weight (under 2500 grams)","All","Second Trimester","All","2012-2014"
"Sterling",901573420,"Low Birth Weight (under 2500 grams)","All","Third Trimester","All",NA
"Sterling",901573420,"Low Birth Weight (under 2500 grams)","All","Unknown","All","2012-2014"
"Sterling",901573420,"Very Low Birth Weight (under 1500 grams)","All","All","All","2012-2014"
"Sterling",901573420,"Very Low Birth Weight (under 1500 grams)","All","All","No","2012-2014"
"Sterling",901573420,"Very Low Birth Weight (under 1500 grams)","All","All","Unknown",NA
"Sterling",901573420,"Very Low Birth Weight (under 1500 grams)","All","All","Yes","2012-2014"
"Sterling",901573420,"Very Low Birth Weight (under 1500 grams)","All","First Trimester","All","2012-2014"
"Sterling",901573420,"Very Low Birth Weight (under 1500 grams)","All","None","All",NA
"Sterling",901573420,"Very Low Birth Weight (under 1500 grams)","All","Second Trimester","All","2012-2014"
"Sterling",901573420,"Very Low Birth Weight (under 1500 grams)","All","Third Trimester","All",NA
"Sterling",901573420,"Very Low Birth Weight (under 1500 grams)","All","Unknown","All","2012-2014"
"Stonington",901173770,"All","37 weeks or more","All","All","2014"
"Stonington",901173770,"All","37 weeks or more","All","No","2014"
"Stonington",901173770,"All","37 weeks or more","All","Unknown",NA
"Stonington",901173770,"All","37 weeks or more","All","Yes","2014"
"Stonington",901173770,"All","37 weeks or more","First Trimester","All","2014"
"Stonington",901173770,"All","37 weeks or more","None","All",NA
"Stonington",901173770,"All","37 weeks or more","Second Trimester","All","2014"
"Stonington",901173770,"All","37 weeks or more","Third Trimester","All",NA
"Stonington",901173770,"All","37 weeks or more","Unknown","All","2014"
"Stonington",901173770,"All","All","All","All","2014"
"Stonington",901173770,"All","All","All","No","2014"
"Stonington",901173770,"All","All","All","Unknown","2012-2014"
"Stonington",901173770,"All","All","All","Yes","2014"
"Stonington",901173770,"All","All","First Trimester","All","2014"
"Stonington",901173770,"All","All","None","All","2014"
"Stonington",901173770,"All","All","Second Trimester","All","2014"
"Stonington",901173770,"All","All","Third Trimester","All",NA
"Stonington",901173770,"All","All","Unknown","All","2014"
"Stonington",901173770,"All","Gestational age unknown","All","All","2010-2014"
"Stonington",901173770,"All","Gestational age unknown","All","No",NA
"Stonington",901173770,"All","Gestational age unknown","All","Unknown","2010-2014"
"Stonington",901173770,"All","Gestational age unknown","All","Yes",NA
"Stonington",901173770,"All","Gestational age unknown","First Trimester","All",NA
"Stonington",901173770,"All","Gestational age unknown","None","All",NA
"Stonington",901173770,"All","Gestational age unknown","Second Trimester","All",NA
"Stonington",901173770,"All","Gestational age unknown","Third Trimester","All",NA
"Stonington",901173770,"All","Gestational age unknown","Unknown","All","2010-2014"
"Stonington",901173770,"All","Less than 37 weeks","All","All","2014"
"Stonington",901173770,"All","Less than 37 weeks","All","No","2014"
"Stonington",901173770,"All","Less than 37 weeks","All","Unknown","2012-2014"
"Stonington",901173770,"All","Less than 37 weeks","All","Yes","2014"
"Stonington",901173770,"All","Less than 37 weeks","First Trimester","All","2014"
"Stonington",901173770,"All","Less than 37 weeks","None","All","2014"
"Stonington",901173770,"All","Less than 37 weeks","Second Trimester","All","2014"
"Stonington",901173770,"All","Less than 37 weeks","Third Trimester","All",NA
"Stonington",901173770,"All","Less than 37 weeks","Unknown","All",NA
"Stonington",901173770,"Low Birth Weight (under 2500 grams)","All","All","All","2014"
"Stonington",901173770,"Low Birth Weight (under 2500 grams)","All","All","No","2014"
"Stonington",901173770,"Low Birth Weight (under 2500 grams)","All","All","Unknown","2012-2014"
"Stonington",901173770,"Low Birth Weight (under 2500 grams)","All","All","Yes","2012-2014"
"Stonington",901173770,"Low Birth Weight (under 2500 grams)","All","First Trimester","All","2014"
"Stonington",901173770,"Low Birth Weight (under 2500 grams)","All","None","All",NA
"Stonington",901173770,"Low Birth Weight (under 2500 grams)","All","Second Trimester","All","2014"
"Stonington",901173770,"Low Birth Weight (under 2500 grams)","All","Third Trimester","All",NA
"Stonington",901173770,"Low Birth Weight (under 2500 grams)","All","Unknown","All",NA
"Stonington",901173770,"Very Low Birth Weight (under 1500 grams)","All","All","All","2012-2014"
"Stonington",901173770,"Very Low Birth Weight (under 1500 grams)","All","All","No","2012-2014"
"Stonington",901173770,"Very Low Birth Weight (under 1500 grams)","All","All","Unknown","2012-2014"
"Stonington",901173770,"Very Low Birth Weight (under 1500 grams)","All","All","Yes",NA
"Stonington",901173770,"Very Low Birth Weight (under 1500 grams)","All","First Trimester","All","2012-2014"
"Stonington",901173770,"Very Low Birth Weight (under 1500 grams)","All","None","All",NA
"Stonington",901173770,"Very Low Birth Weight (under 1500 grams)","All","Second Trimester","All",NA
"Stonington",901173770,"Very Low Birth Weight (under 1500 grams)","All","Third Trimester","All",NA
"Stonington",901173770,"Very Low Birth Weight (under 1500 grams)","All","Unknown","All",NA
"Stratford",900174190,"All","37 weeks or more","All","All","2014"
"Stratford",900174190,"All","37 weeks or more","All","No","2014"
"Stratford",900174190,"All","37 weeks or more","All","Unknown",NA
"Stratford",900174190,"All","37 weeks or more","All","Yes","2014"
"Stratford",900174190,"All","37 weeks or more","First Trimester","All","2014"
"Stratford",900174190,"All","37 weeks or more","None","All","2014"
"Stratford",900174190,"All","37 weeks or more","Second Trimester","All","2014"
"Stratford",900174190,"All","37 weeks or more","Third Trimester","All","2014"
"Stratford",900174190,"All","37 weeks or more","Unknown","All","2012-2014"
"Stratford",900174190,"All","All","All","All","2014"
"Stratford",900174190,"All","All","All","No","2014"
"Stratford",900174190,"All","All","All","Unknown","2010-2014"
"Stratford",900174190,"All","All","All","Yes","2014"
"Stratford",900174190,"All","All","First Trimester","All","2014"
"Stratford",900174190,"All","All","None","All","2014"
"Stratford",900174190,"All","All","Second Trimester","All","2014"
"Stratford",900174190,"All","All","Third Trimester","All","2014"
"Stratford",900174190,"All","All","Unknown","All","2012-2014"
"Stratford",900174190,"All","Gestational age unknown","All","All","2010-2014"
"Stratford",900174190,"All","Gestational age unknown","All","No","2010-2014"
"Stratford",900174190,"All","Gestational age unknown","All","Unknown","2010-2014"
"Stratford",900174190,"All","Gestational age unknown","All","Yes",NA
"Stratford",900174190,"All","Gestational age unknown","First Trimester","All",NA
"Stratford",900174190,"All","Gestational age unknown","None","All",NA
"Stratford",900174190,"All","Gestational age unknown","Second Trimester","All",NA
"Stratford",900174190,"All","Gestational age unknown","Third Trimester","All",NA
"Stratford",900174190,"All","Gestational age unknown","Unknown","All","2010-2014"
"Stratford",900174190,"All","Less than 37 weeks","All","All","2014"
"Stratford",900174190,"All","Less than 37 weeks","All","No","2014"
"Stratford",900174190,"All","Less than 37 weeks","All","Unknown",NA
"Stratford",900174190,"All","Less than 37 weeks","All","Yes","2014"
"Stratford",900174190,"All","Less than 37 weeks","First Trimester","All","2014"
"Stratford",900174190,"All","Less than 37 weeks","None","All","2012-2014"
"Stratford",900174190,"All","Less than 37 weeks","Second Trimester","All","2014"
"Stratford",900174190,"All","Less than 37 weeks","Third Trimester","All","2014"
"Stratford",900174190,"All","Less than 37 weeks","Unknown","All","2012-2014"
"Stratford",900174190,"Low Birth Weight (under 2500 grams)","All","All","All","2014"
"Stratford",900174190,"Low Birth Weight (under 2500 grams)","All","All","No","2014"
"Stratford",900174190,"Low Birth Weight (under 2500 grams)","All","All","Unknown",NA
"Stratford",900174190,"Low Birth Weight (under 2500 grams)","All","All","Yes","2014"
"Stratford",900174190,"Low Birth Weight (under 2500 grams)","All","First Trimester","All","2014"
"Stratford",900174190,"Low Birth Weight (under 2500 grams)","All","None","All","2012-2014"
"Stratford",900174190,"Low Birth Weight (under 2500 grams)","All","Second Trimester","All","2014"
"Stratford",900174190,"Low Birth Weight (under 2500 grams)","All","Third Trimester","All","2014"
"Stratford",900174190,"Low Birth Weight (under 2500 grams)","All","Unknown","All","2012-2014"
"Stratford",900174190,"Very Low Birth Weight (under 1500 grams)","All","All","All","2014"
"Stratford",900174190,"Very Low Birth Weight (under 1500 grams)","All","All","No","2014"
"Stratford",900174190,"Very Low Birth Weight (under 1500 grams)","All","All","Unknown",NA
"Stratford",900174190,"Very Low Birth Weight (under 1500 grams)","All","All","Yes","2014"
"Stratford",900174190,"Very Low Birth Weight (under 1500 grams)","All","First Trimester","All","2014"
"Stratford",900174190,"Very Low Birth Weight (under 1500 grams)","All","None","All",NA
"Stratford",900174190,"Very Low Birth Weight (under 1500 grams)","All","Second Trimester","All","2012-2014"
"Stratford",900174190,"Very Low Birth Weight (under 1500 grams)","All","Third Trimester","All",NA
"Stratford",900174190,"Very Low Birth Weight (under 1500 grams)","All","Unknown","All","2012-2014"
"Suffield",900374540,"All","37 weeks or more","All","All","2014"
"Suffield",900374540,"All","37 weeks or more","All","No","2014"
"Suffield",900374540,"All","37 weeks or more","All","Unknown",NA
"Suffield",900374540,"All","37 weeks or more","All","Yes","2014"
"Suffield",900374540,"All","37 weeks or more","First Trimester","All","2014"
"Suffield",900374540,"All","37 weeks or more","None","All",NA
"Suffield",900374540,"All","37 weeks or more","Second Trimester","All","2014"
"Suffield",900374540,"All","37 weeks or more","Third Trimester","All","2014"
"Suffield",900374540,"All","37 weeks or more","Unknown","All","2014"
"Suffield",900374540,"All","All","All","All","2014"
"Suffield",900374540,"All","All","All","No","2014"
"Suffield",900374540,"All","All","All","Unknown","2012-2014"
"Suffield",900374540,"All","All","All","Yes","2014"
"Suffield",900374540,"All","All","First Trimester","All","2014"
"Suffield",900374540,"All","All","None","All",NA
"Suffield",900374540,"All","All","Second Trimester","All","2014"
"Suffield",900374540,"All","All","Third Trimester","All","2014"
"Suffield",900374540,"All","All","Unknown","All","2014"
"Suffield",900374540,"All","Gestational age unknown","All","All","2012-2014"
"Suffield",900374540,"All","Gestational age unknown","All","No",NA
"Suffield",900374540,"All","Gestational age unknown","All","Unknown","2012-2014"
"Suffield",900374540,"All","Gestational age unknown","All","Yes",NA
"Suffield",900374540,"All","Gestational age unknown","First Trimester","All",NA
"Suffield",900374540,"All","Gestational age unknown","None","All",NA
"Suffield",900374540,"All","Gestational age unknown","Second Trimester","All",NA
"Suffield",900374540,"All","Gestational age unknown","Third Trimester","All",NA
"Suffield",900374540,"All","Gestational age unknown","Unknown","All","2012-2014"
"Suffield",900374540,"All","Less than 37 weeks","All","All","2014"
"Suffield",900374540,"All","Less than 37 weeks","All","No","2014"
"Suffield",900374540,"All","Less than 37 weeks","All","Unknown",NA
"Suffield",900374540,"All","Less than 37 weeks","All","Yes","2012-2014"
"Suffield",900374540,"All","Less than 37 weeks","First Trimester","All","2014"
"Suffield",900374540,"All","Less than 37 weeks","None","All",NA
"Suffield",900374540,"All","Less than 37 weeks","Second Trimester","All","2014"
"Suffield",900374540,"All","Less than 37 weeks","Third Trimester","All","2012-2014"
"Suffield",900374540,"All","Less than 37 weeks","Unknown","All",NA
"Suffield",900374540,"Low Birth Weight (under 2500 grams)","All","All","All","2014"
"Suffield",900374540,"Low Birth Weight (under 2500 grams)","All","All","No","2014"
"Suffield",900374540,"Low Birth Weight (under 2500 grams)","All","All","Unknown",NA
"Suffield",900374540,"Low Birth Weight (under 2500 grams)","All","All","Yes","2012-2014"
"Suffield",900374540,"Low Birth Weight (under 2500 grams)","All","First Trimester","All","2014"
"Suffield",900374540,"Low Birth Weight (under 2500 grams)","All","None","All",NA
"Suffield",900374540,"Low Birth Weight (under 2500 grams)","All","Second Trimester","All","2012-2014"
"Suffield",900374540,"Low Birth Weight (under 2500 grams)","All","Third Trimester","All","2012-2014"
"Suffield",900374540,"Low Birth Weight (under 2500 grams)","All","Unknown","All",NA
"Suffield",900374540,"Very Low Birth Weight (under 1500 grams)","All","All","All","2014"
"Suffield",900374540,"Very Low Birth Weight (under 1500 grams)","All","All","No","2014"
"Suffield",900374540,"Very Low Birth Weight (under 1500 grams)","All","All","Unknown",NA
"Suffield",900374540,"Very Low Birth Weight (under 1500 grams)","All","All","Yes","2012-2014"
"Suffield",900374540,"Very Low Birth Weight (under 1500 grams)","All","First Trimester","All","2014"
"Suffield",900374540,"Very Low Birth Weight (under 1500 grams)","All","None","All",NA
"Suffield",900374540,"Very Low Birth Weight (under 1500 grams)","All","Second Trimester","All","2012-2014"
"Suffield",900374540,"Very Low Birth Weight (under 1500 grams)","All","Third Trimester","All",NA
