"Town","Birth.Weight","Gestational.Age","Mother.s.Education","Mother.s.Marital.Status","Earliest.Data.Available"
"West Haven","All","Gestational age unknown","All","Married",NA
"West Haven","All","Gestational age unknown","All","Unknown","2010-2014"
"West Haven","All","Gestational age unknown","All","Unmarried","2012-2014"
"West Haven","All","Gestational age unknown","College (13-16 yrs)","All","2012-2014"
"West Haven","All","Gestational age unknown","High School (12 yrs or GED)","All","2012-2014"
"West Haven","All","Gestational age unknown","Less than 12 years","All",NA
"West Haven","All","Gestational age unknown","Post-College (17 or more yrs)","All",NA
"West Haven","All","Gestational age unknown","Unknown","All","2010-2014"
"West Haven","All","Less than 37 weeks","All","All","2014"
"West Haven","All","Less than 37 weeks","All","Married","2014"
"West Haven","All","Less than 37 weeks","All","Unknown","2014"
"West Haven","All","Less than 37 weeks","All","Unmarried","2014"
"West Haven","All","Less than 37 weeks","College (13-16 yrs)","All","2014"
"West Haven","All","Less than 37 weeks","High School (12 yrs or GED)","All","2014"
"West Haven","All","Less than 37 weeks","Less than 12 years","All","2014"
"West Haven","All","Less than 37 weeks","Post-College (17 or more yrs)","All","2014"
"West Haven","All","Less than 37 weeks","Unknown","All","2012-2014"
"West Haven","Low Birth Weight (under 2500 grams)","All","All","All","2014"
"West Haven","Low Birth Weight (under 2500 grams)","All","All","Married","2014"
"West Haven","Low Birth Weight (under 2500 grams)","All","All","Unknown","2014"
"West Haven","Low Birth Weight (under 2500 grams)","All","All","Unmarried","2014"
"West Haven","Low Birth Weight (under 2500 grams)","All","College (13-16 yrs)","All","2014"
"West Haven","Low Birth Weight (under 2500 grams)","All","High School (12 yrs or GED)","All","2014"
"West Haven","Low Birth Weight (under 2500 grams)","All","Less than 12 years","All","2014"
"West Haven","Low Birth Weight (under 2500 grams)","All","Post-College (17 or more yrs)","All","2014"
"West Haven","Low Birth Weight (under 2500 grams)","All","Unknown","All","2012-2014"
"West Haven","Very Low Birth Weight (under 1500 grams)","All","All","All","2014"
"West Haven","Very Low Birth Weight (under 1500 grams)","All","All","Married","2014"
"West Haven","Very Low Birth Weight (under 1500 grams)","All","All","Unknown",NA
"West Haven","Very Low Birth Weight (under 1500 grams)","All","All","Unmarried","2014"
"West Haven","Very Low Birth Weight (under 1500 grams)","All","College (13-16 yrs)","All","2014"
"West Haven","Very Low Birth Weight (under 1500 grams)","All","High School (12 yrs or GED)","All","2014"
"West Haven","Very Low Birth Weight (under 1500 grams)","All","Less than 12 years","All","2014"
"West Haven","Very Low Birth Weight (under 1500 grams)","All","Post-College (17 or more yrs)","All","2014"
"West Haven","Very Low Birth Weight (under 1500 grams)","All","Unknown","All",NA
"Weston","All","37 weeks or more","All","All","2014"
"Weston","All","37 weeks or more","All","Married","2014"
"Weston","All","37 weeks or more","All","Unknown",NA
"Weston","All","37 weeks or more","All","Unmarried","2014"
"Weston","All","37 weeks or more","College (13-16 yrs)","All","2014"
"Weston","All","37 weeks or more","High School (12 yrs or GED)","All","2014"
"Weston","All","37 weeks or more","Less than 12 years","All",NA
"Weston","All","37 weeks or more","Post-College (17 or more yrs)","All","2014"
"Weston","All","37 weeks or more","Unknown","All","2010-2014"
"Weston","All","All","All","All","2014"
"Weston","All","All","All","Married","2014"
"Weston","All","All","All","Unknown","2010-2014"
"Weston","All","All","All","Unmarried","2014"
"Weston","All","All","College (13-16 yrs)","All","2014"
"Weston","All","All","High School (12 yrs or GED)","All","2014"
"Weston","All","All","Less than 12 years","All","2010-2014"
"Weston","All","All","Post-College (17 or more yrs)","All","2014"
"Weston","All","All","Unknown","All","2012-2014"
"Weston","All","Gestational age unknown","All","All","2010-2014"
"Weston","All","Gestational age unknown","All","Married",NA
"Weston","All","Gestational age unknown","All","Unknown","2010-2014"
"Weston","All","Gestational age unknown","All","Unmarried",NA
"Weston","All","Gestational age unknown","College (13-16 yrs)","All",NA
"Weston","All","Gestational age unknown","High School (12 yrs or GED)","All",NA
"Weston","All","Gestational age unknown","Less than 12 years","All",NA
"Weston","All","Gestational age unknown","Post-College (17 or more yrs)","All",NA
"Weston","All","Gestational age unknown","Unknown","All","2010-2014"
"Weston","All","Less than 37 weeks","All","All","2014"
"Weston","All","Less than 37 weeks","All","Married","2014"
"Weston","All","Less than 37 weeks","All","Unknown",NA
"Weston","All","Less than 37 weeks","All","Unmarried","2012-2014"
"Weston","All","Less than 37 weeks","College (13-16 yrs)","All","2014"
"Weston","All","Less than 37 weeks","High School (12 yrs or GED)","All",NA
"Weston","All","Less than 37 weeks","Less than 12 years","All","2010-2014"
"Weston","All","Less than 37 weeks","Post-College (17 or more yrs)","All","2014"
"Weston","All","Less than 37 weeks","Unknown","All","2012-2014"
"Weston","Low Birth Weight (under 2500 grams)","All","All","All","2014"
"Weston","Low Birth Weight (under 2500 grams)","All","All","Married","2014"
"Weston","Low Birth Weight (under 2500 grams)","All","All","Unknown",NA
"Weston","Low Birth Weight (under 2500 grams)","All","All","Unmarried","2012-2014"
"Weston","Low Birth Weight (under 2500 grams)","All","College (13-16 yrs)","All","2012-2014"
"Weston","Low Birth Weight (under 2500 grams)","All","High School (12 yrs or GED)","All",NA
"Weston","Low Birth Weight (under 2500 grams)","All","Less than 12 years","All",NA
"Weston","Low Birth Weight (under 2500 grams)","All","Post-College (17 or more yrs)","All","2014"
"Weston","Low Birth Weight (under 2500 grams)","All","Unknown","All","2012-2014"
"Weston","Very Low Birth Weight (under 1500 grams)","All","All","All","2014"
"Weston","Very Low Birth Weight (under 1500 grams)","All","All","Married","2014"
"Weston","Very Low Birth Weight (under 1500 grams)","All","All","Unknown",NA
"Weston","Very Low Birth Weight (under 1500 grams)","All","All","Unmarried","2012-2014"
"Weston","Very Low Birth Weight (under 1500 grams)","All","College (13-16 yrs)","All","2012-2014"
"Weston","Very Low Birth Weight (under 1500 grams)","All","High School (12 yrs or GED)","All",NA
"Weston","Very Low Birth Weight (under 1500 grams)","All","Less than 12 years","All",NA
"Weston","Very Low Birth Weight (under 1500 grams)","All","Post-College (17 or more yrs)","All","2014"
"Weston","Very Low Birth Weight (under 1500 grams)","All","Unknown","All","2012-2014"
"Westport","All","37 weeks or more","All","All","2014"
"Westport","All","37 weeks or more","All","Married","2014"
"Westport","All","37 weeks or more","All","Unknown",NA
"Westport","All","37 weeks or more","All","Unmarried","2014"
"Westport","All","37 weeks or more","College (13-16 yrs)","All","2014"
"Westport","All","37 weeks or more","High School (12 yrs or GED)","All","2014"
"Westport","All","37 weeks or more","Less than 12 years","All","2014"
"Westport","All","37 weeks or more","Post-College (17 or more yrs)","All","2014"
"Westport","All","37 weeks or more","Unknown","All","2012-2014"
"Westport","All","All","All","All","2014"
"Westport","All","All","All","Married","2014"
"Westport","All","All","All","Unknown","2010-2014"
"Westport","All","All","All","Unmarried","2014"
"Westport","All","All","College (13-16 yrs)","All","2014"
"Westport","All","All","High School (12 yrs or GED)","All","2014"
"Westport","All","All","Less than 12 years","All","2014"
"Westport","All","All","Post-College (17 or more yrs)","All","2014"
"Westport","All","All","Unknown","All","2012-2014"
"Westport","All","Gestational age unknown","All","All","2010-2014"
"Westport","All","Gestational age unknown","All","Married",NA
"Westport","All","Gestational age unknown","All","Unknown","2010-2014"
"Westport","All","Gestational age unknown","All","Unmarried",NA
"Westport","All","Gestational age unknown","College (13-16 yrs)","All",NA
"Westport","All","Gestational age unknown","High School (12 yrs or GED)","All",NA
"Westport","All","Gestational age unknown","Less than 12 years","All",NA
"Westport","All","Gestational age unknown","Post-College (17 or more yrs)","All",NA
"Westport","All","Gestational age unknown","Unknown","All","2010-2014"
"Westport","All","Less than 37 weeks","All","All","2014"
"Westport","All","Less than 37 weeks","All","Married","2014"
"Westport","All","Less than 37 weeks","All","Unknown",NA
"Westport","All","Less than 37 weeks","All","Unmarried","2014"
"Westport","All","Less than 37 weeks","College (13-16 yrs)","All","2014"
"Westport","All","Less than 37 weeks","High School (12 yrs or GED)","All","2014"
"Westport","All","Less than 37 weeks","Less than 12 years","All",NA
"Westport","All","Less than 37 weeks","Post-College (17 or more yrs)","All","2014"
"Westport","All","Less than 37 weeks","Unknown","All",NA
"Westport","Low Birth Weight (under 2500 grams)","All","All","All","2014"
"Westport","Low Birth Weight (under 2500 grams)","All","All","Married","2014"
"Westport","Low Birth Weight (under 2500 grams)","All","All","Unknown","2010-2014"
"Westport","Low Birth Weight (under 2500 grams)","All","All","Unmarried","2012-2014"
"Westport","Low Birth Weight (under 2500 grams)","All","College (13-16 yrs)","All","2014"
"Westport","Low Birth Weight (under 2500 grams)","All","High School (12 yrs or GED)","All","2014"
"Westport","Low Birth Weight (under 2500 grams)","All","Less than 12 years","All",NA
"Westport","Low Birth Weight (under 2500 grams)","All","Post-College (17 or more yrs)","All","2014"
"Westport","Low Birth Weight (under 2500 grams)","All","Unknown","All","2010-2014"
"Westport","Very Low Birth Weight (under 1500 grams)","All","All","All","2014"
"Westport","Very Low Birth Weight (under 1500 grams)","All","All","Married","2014"
"Westport","Very Low Birth Weight (under 1500 grams)","All","All","Unknown",NA
"Westport","Very Low Birth Weight (under 1500 grams)","All","All","Unmarried","2010-2014"
"Westport","Very Low Birth Weight (under 1500 grams)","All","College (13-16 yrs)","All","2014"
"Westport","Very Low Birth Weight (under 1500 grams)","All","High School (12 yrs or GED)","All",NA
"Westport","Very Low Birth Weight (under 1500 grams)","All","Less than 12 years","All",NA
"Westport","Very Low Birth Weight (under 1500 grams)","All","Post-College (17 or more yrs)","All",NA
"Westport","Very Low Birth Weight (under 1500 grams)","All","Unknown","All",NA
"Wethersfield","All","37 weeks or more","All","All","2014"
"Wethersfield","All","37 weeks or more","All","Married","2014"
"Wethersfield","All","37 weeks or more","All","Unknown",NA
"Wethersfield","All","37 weeks or more","All","Unmarried","2014"
"Wethersfield","All","37 weeks or more","College (13-16 yrs)","All","2014"
"Wethersfield","All","37 weeks or more","High School (12 yrs or GED)","All","2014"
"Wethersfield","All","37 weeks or more","Less than 12 years","All","2014"
"Wethersfield","All","37 weeks or more","Post-College (17 or more yrs)","All","2014"
"Wethersfield","All","37 weeks or more","Unknown","All","2012-2014"
"Wethersfield","All","All","All","All","2014"
"Wethersfield","All","All","All","Married","2014"
"Wethersfield","All","All","All","Unknown",NA
"Wethersfield","All","All","All","Unmarried","2014"
"Wethersfield","All","All","College (13-16 yrs)","All","2014"
"Wethersfield","All","All","High School (12 yrs or GED)","All","2014"
"Wethersfield","All","All","Less than 12 years","All","2014"
"Wethersfield","All","All","Post-College (17 or more yrs)","All","2014"
"Wethersfield","All","All","Unknown","All","2014"
"Wethersfield","All","Gestational age unknown","All","All",NA
"Wethersfield","All","Gestational age unknown","All","Married",NA
"Wethersfield","All","Gestational age unknown","All","Unknown",NA
"Wethersfield","All","Gestational age unknown","All","Unmarried",NA
"Wethersfield","All","Gestational age unknown","College (13-16 yrs)","All",NA
"Wethersfield","All","Gestational age unknown","High School (12 yrs or GED)","All",NA
"Wethersfield","All","Gestational age unknown","Less than 12 years","All",NA
"Wethersfield","All","Gestational age unknown","Post-College (17 or more yrs)","All",NA
"Wethersfield","All","Gestational age unknown","Unknown","All",NA
"Wethersfield","All","Less than 37 weeks","All","All","2014"
"Wethersfield","All","Less than 37 weeks","All","Married","2014"
"Wethersfield","All","Less than 37 weeks","All","Unknown",NA
"Wethersfield","All","Less than 37 weeks","All","Unmarried","2014"
"Wethersfield","All","Less than 37 weeks","College (13-16 yrs)","All","2014"
"Wethersfield","All","Less than 37 weeks","High School (12 yrs or GED)","All","2014"
"Wethersfield","All","Less than 37 weeks","Less than 12 years","All","2014"
"Wethersfield","All","Less than 37 weeks","Post-College (17 or more yrs)","All","2014"
"Wethersfield","All","Less than 37 weeks","Unknown","All","2014"
"Wethersfield","Low Birth Weight (under 2500 grams)","All","All","All","2014"
"Wethersfield","Low Birth Weight (under 2500 grams)","All","All","Married","2014"
"Wethersfield","Low Birth Weight (under 2500 grams)","All","All","Unknown",NA
"Wethersfield","Low Birth Weight (under 2500 grams)","All","All","Unmarried","2014"
"Wethersfield","Low Birth Weight (under 2500 grams)","All","College (13-16 yrs)","All","2014"
"Wethersfield","Low Birth Weight (under 2500 grams)","All","High School (12 yrs or GED)","All","2014"
"Wethersfield","Low Birth Weight (under 2500 grams)","All","Less than 12 years","All","2014"
"Wethersfield","Low Birth Weight (under 2500 grams)","All","Post-College (17 or more yrs)","All","2014"
"Wethersfield","Low Birth Weight (under 2500 grams)","All","Unknown","All","2014"
"Wethersfield","Very Low Birth Weight (under 1500 grams)","All","All","All","2014"
"Wethersfield","Very Low Birth Weight (under 1500 grams)","All","All","Married","2014"
"Wethersfield","Very Low Birth Weight (under 1500 grams)","All","All","Unknown",NA
"Wethersfield","Very Low Birth Weight (under 1500 grams)","All","All","Unmarried","2014"
"Wethersfield","Very Low Birth Weight (under 1500 grams)","All","College (13-16 yrs)","All","2014"
"Wethersfield","Very Low Birth Weight (under 1500 grams)","All","High School (12 yrs or GED)","All","2010-2014"
"Wethersfield","Very Low Birth Weight (under 1500 grams)","All","Less than 12 years","All",NA
"Wethersfield","Very Low Birth Weight (under 1500 grams)","All","Post-College (17 or more yrs)","All","2012-2014"
"Wethersfield","Very Low Birth Weight (under 1500 grams)","All","Unknown","All","2014"
"Willington","All","37 weeks or more","All","All","2014"
"Willington","All","37 weeks or more","All","Married","2014"
"Willington","All","37 weeks or more","All","Unknown",NA
"Willington","All","37 weeks or more","All","Unmarried","2014"
"Willington","All","37 weeks or more","College (13-16 yrs)","All","2014"
"Willington","All","37 weeks or more","High School (12 yrs or GED)","All","2014"
"Willington","All","37 weeks or more","Less than 12 years","All","2012-2014"
"Willington","All","37 weeks or more","Post-College (17 or more yrs)","All","2014"
"Willington","All","37 weeks or more","Unknown","All","2012-2014"
"Willington","All","All","All","All","2014"
"Willington","All","All","All","Married","2014"
"Willington","All","All","All","Unknown",NA
"Willington","All","All","All","Unmarried","2014"
"Willington","All","All","College (13-16 yrs)","All","2014"
"Willington","All","All","High School (12 yrs or GED)","All","2014"
"Willington","All","All","Less than 12 years","All","2012-2014"
"Willington","All","All","Post-College (17 or more yrs)","All","2014"
"Willington","All","All","Unknown","All","2012-2014"
"Willington","All","Gestational age unknown","All","All",NA
"Willington","All","Gestational age unknown","All","Married",NA
"Willington","All","Gestational age unknown","All","Unknown",NA
"Willington","All","Gestational age unknown","All","Unmarried",NA
"Willington","All","Gestational age unknown","College (13-16 yrs)","All",NA
"Willington","All","Gestational age unknown","High School (12 yrs or GED)","All",NA
"Willington","All","Gestational age unknown","Less than 12 years","All",NA
"Willington","All","Gestational age unknown","Post-College (17 or more yrs)","All",NA
"Willington","All","Gestational age unknown","Unknown","All",NA
"Willington","All","Less than 37 weeks","All","All","2014"
"Willington","All","Less than 37 weeks","All","Married","2014"
"Willington","All","Less than 37 weeks","All","Unknown",NA
"Willington","All","Less than 37 weeks","All","Unmarried","2014"
"Willington","All","Less than 37 weeks","College (13-16 yrs)","All","2014"
"Willington","All","Less than 37 weeks","High School (12 yrs or GED)","All","2014"
"Willington","All","Less than 37 weeks","Less than 12 years","All",NA
"Willington","All","Less than 37 weeks","Post-College (17 or more yrs)","All","2014"
"Willington","All","Less than 37 weeks","Unknown","All",NA
"Willington","Low Birth Weight (under 2500 grams)","All","All","All","2014"
"Willington","Low Birth Weight (under 2500 grams)","All","All","Married","2014"
"Willington","Low Birth Weight (under 2500 grams)","All","All","Unknown",NA
"Willington","Low Birth Weight (under 2500 grams)","All","All","Unmarried","2010-2014"
"Willington","Low Birth Weight (under 2500 grams)","All","College (13-16 yrs)","All","2014"
"Willington","Low Birth Weight (under 2500 grams)","All","High School (12 yrs or GED)","All","2010-2014"
"Willington","Low Birth Weight (under 2500 grams)","All","Less than 12 years","All",NA
"Willington","Low Birth Weight (under 2500 grams)","All","Post-College (17 or more yrs)","All","2012-2014"
"Willington","Low Birth Weight (under 2500 grams)","All","Unknown","All",NA
"Willington","Very Low Birth Weight (under 1500 grams)","All","All","All",NA
"Willington","Very Low Birth Weight (under 1500 grams)","All","All","Married",NA
"Willington","Very Low Birth Weight (under 1500 grams)","All","All","Unknown",NA
"Willington","Very Low Birth Weight (under 1500 grams)","All","All","Unmarried",NA
"Willington","Very Low Birth Weight (under 1500 grams)","All","College (13-16 yrs)","All",NA
"Willington","Very Low Birth Weight (under 1500 grams)","All","High School (12 yrs or GED)","All",NA
"Willington","Very Low Birth Weight (under 1500 grams)","All","Less than 12 years","All",NA
"Willington","Very Low Birth Weight (under 1500 grams)","All","Post-College (17 or more yrs)","All",NA
"Willington","Very Low Birth Weight (under 1500 grams)","All","Unknown","All",NA
"Wilton","All","37 weeks or more","All","All","2014"
"Wilton","All","37 weeks or more","All","Married","2014"
"Wilton","All","37 weeks or more","All","Unknown",NA
"Wilton","All","37 weeks or more","All","Unmarried","2014"
"Wilton","All","37 weeks or more","College (13-16 yrs)","All","2014"
"Wilton","All","37 weeks or more","High School (12 yrs or GED)","All","2014"
"Wilton","All","37 weeks or more","Less than 12 years","All","2012-2014"
"Wilton","All","37 weeks or more","Post-College (17 or more yrs)","All","2014"
"Wilton","All","37 weeks or more","Unknown","All",NA
"Wilton","All","All","All","All","2014"
"Wilton","All","All","All","Married","2014"
"Wilton","All","All","All","Unknown","2010-2014"
"Wilton","All","All","All","Unmarried","2014"
"Wilton","All","All","College (13-16 yrs)","All","2014"
"Wilton","All","All","High School (12 yrs or GED)","All","2014"
"Wilton","All","All","Less than 12 years","All","2012-2014"
"Wilton","All","All","Post-College (17 or more yrs)","All","2014"
"Wilton","All","All","Unknown","All","2010-2014"
"Wilton","All","Gestational age unknown","All","All","2010-2014"
"Wilton","All","Gestational age unknown","All","Married",NA
"Wilton","All","Gestational age unknown","All","Unknown","2010-2014"
"Wilton","All","Gestational age unknown","All","Unmarried",NA
"Wilton","All","Gestational age unknown","College (13-16 yrs)","All",NA
"Wilton","All","Gestational age unknown","High School (12 yrs or GED)","All",NA
"Wilton","All","Gestational age unknown","Less than 12 years","All",NA
"Wilton","All","Gestational age unknown","Post-College (17 or more yrs)","All",NA
"Wilton","All","Gestational age unknown","Unknown","All","2010-2014"
"Wilton","All","Less than 37 weeks","All","All","2014"
"Wilton","All","Less than 37 weeks","All","Married","2014"
"Wilton","All","Less than 37 weeks","All","Unknown",NA
"Wilton","All","Less than 37 weeks","All","Unmarried","2012-2014"
"Wilton","All","Less than 37 weeks","College (13-16 yrs)","All","2014"
"Wilton","All","Less than 37 weeks","High School (12 yrs or GED)","All",NA
"Wilton","All","Less than 37 weeks","Less than 12 years","All","2012-2014"
"Wilton","All","Less than 37 weeks","Post-College (17 or more yrs)","All","2014"
"Wilton","All","Less than 37 weeks","Unknown","All",NA
"Wilton","Low Birth Weight (under 2500 grams)","All","All","All","2014"
"Wilton","Low Birth Weight (under 2500 grams)","All","All","Married","2014"
"Wilton","Low Birth Weight (under 2500 grams)","All","All","Unknown","2010-2014"
"Wilton","Low Birth Weight (under 2500 grams)","All","All","Unmarried","2012-2014"
"Wilton","Low Birth Weight (under 2500 grams)","All","College (13-16 yrs)","All","2014"
"Wilton","Low Birth Weight (under 2500 grams)","All","High School (12 yrs or GED)","All",NA
"Wilton","Low Birth Weight (under 2500 grams)","All","Less than 12 years","All","2012-2014"
"Wilton","Low Birth Weight (under 2500 grams)","All","Post-College (17 or more yrs)","All","2014"
"Wilton","Low Birth Weight (under 2500 grams)","All","Unknown","All","2010-2014"
"Wilton","Very Low Birth Weight (under 1500 grams)","All","All","All","2012-2014"
"Wilton","Very Low Birth Weight (under 1500 grams)","All","All","Married","2012-2014"
"Wilton","Very Low Birth Weight (under 1500 grams)","All","All","Unknown","2010-2014"
"Wilton","Very Low Birth Weight (under 1500 grams)","All","All","Unmarried",NA
"Wilton","Very Low Birth Weight (under 1500 grams)","All","College (13-16 yrs)","All","2012-2014"
"Wilton","Very Low Birth Weight (under 1500 grams)","All","High School (12 yrs or GED)","All",NA
"Wilton","Very Low Birth Weight (under 1500 grams)","All","Less than 12 years","All",NA
"Wilton","Very Low Birth Weight (under 1500 grams)","All","Post-College (17 or more yrs)","All",NA
"Wilton","Very Low Birth Weight (under 1500 grams)","All","Unknown","All","2010-2014"
"Winchester","All","37 weeks or more","All","All","2014"
"Winchester","All","37 weeks or more","All","Married","2014"
"Winchester","All","37 weeks or more","All","Unknown",NA
"Winchester","All","37 weeks or more","All","Unmarried","2014"
"Winchester","All","37 weeks or more","College (13-16 yrs)","All","2014"
"Winchester","All","37 weeks or more","High School (12 yrs or GED)","All","2014"
"Winchester","All","37 weeks or more","Less than 12 years","All","2014"
"Winchester","All","37 weeks or more","Post-College (17 or more yrs)","All","2014"
"Winchester","All","37 weeks or more","Unknown","All",NA
"Winchester","All","All","All","All","2014"
"Winchester","All","All","All","Married","2014"
"Winchester","All","All","All","Unknown",NA
"Winchester","All","All","All","Unmarried","2014"
"Winchester","All","All","College (13-16 yrs)","All","2014"
"Winchester","All","All","High School (12 yrs or GED)","All","2014"
"Winchester","All","All","Less than 12 years","All","2014"
"Winchester","All","All","Post-College (17 or more yrs)","All","2014"
"Winchester","All","All","Unknown","All",NA
"Winchester","All","Gestational age unknown","All","All","2012-2014"
"Winchester","All","Gestational age unknown","All","Married","2012-2014"
"Winchester","All","Gestational age unknown","All","Unknown",NA
"Winchester","All","Gestational age unknown","All","Unmarried",NA
"Winchester","All","Gestational age unknown","College (13-16 yrs)","All",NA
"Winchester","All","Gestational age unknown","High School (12 yrs or GED)","All",NA
"Winchester","All","Gestational age unknown","Less than 12 years","All",NA
"Winchester","All","Gestational age unknown","Post-College (17 or more yrs)","All","2012-2014"
"Winchester","All","Gestational age unknown","Unknown","All",NA
"Winchester","All","Less than 37 weeks","All","All","2014"
"Winchester","All","Less than 37 weeks","All","Married","2014"
"Winchester","All","Less than 37 weeks","All","Unknown",NA
"Winchester","All","Less than 37 weeks","All","Unmarried","2014"
"Winchester","All","Less than 37 weeks","College (13-16 yrs)","All","2014"
"Winchester","All","Less than 37 weeks","High School (12 yrs or GED)","All","2014"
"Winchester","All","Less than 37 weeks","Less than 12 years","All","2010-2014"
"Winchester","All","Less than 37 weeks","Post-College (17 or more yrs)","All","2014"
"Winchester","All","Less than 37 weeks","Unknown","All",NA
"Winchester","Low Birth Weight (under 2500 grams)","All","All","All","2014"
"Winchester","Low Birth Weight (under 2500 grams)","All","All","Married","2014"
"Winchester","Low Birth Weight (under 2500 grams)","All","All","Unknown",NA
"Winchester","Low Birth Weight (under 2500 grams)","All","All","Unmarried","2014"
"Winchester","Low Birth Weight (under 2500 grams)","All","College (13-16 yrs)","All","2014"
"Winchester","Low Birth Weight (under 2500 grams)","All","High School (12 yrs or GED)","All","2014"
"Winchester","Low Birth Weight (under 2500 grams)","All","Less than 12 years","All","2014"
"Winchester","Low Birth Weight (under 2500 grams)","All","Post-College (17 or more yrs)","All","2014"
"Winchester","Low Birth Weight (under 2500 grams)","All","Unknown","All",NA
"Winchester","Very Low Birth Weight (under 1500 grams)","All","All","All","2012-2014"
"Winchester","Very Low Birth Weight (under 1500 grams)","All","All","Married",NA
"Winchester","Very Low Birth Weight (under 1500 grams)","All","All","Unknown",NA
"Winchester","Very Low Birth Weight (under 1500 grams)","All","All","Unmarried","2012-2014"
"Winchester","Very Low Birth Weight (under 1500 grams)","All","College (13-16 yrs)","All","2012-2014"
"Winchester","Very Low Birth Weight (under 1500 grams)","All","High School (12 yrs or GED)","All","2012-2014"
"Winchester","Very Low Birth Weight (under 1500 grams)","All","Less than 12 years","All",NA
"Winchester","Very Low Birth Weight (under 1500 grams)","All","Post-College (17 or more yrs)","All",NA
"Winchester","Very Low Birth Weight (under 1500 grams)","All","Unknown","All",NA
"Windham","All","37 weeks or more","All","All","2014"
"Windham","All","37 weeks or more","All","Married","2014"
"Windham","All","37 weeks or more","All","Unknown",NA
"Windham","All","37 weeks or more","All","Unmarried","2014"
"Windham","All","37 weeks or more","College (13-16 yrs)","All","2014"
"Windham","All","37 weeks or more","High School (12 yrs or GED)","All","2014"
"Windham","All","37 weeks or more","Less than 12 years","All","2014"
"Windham","All","37 weeks or more","Post-College (17 or more yrs)","All","2014"
"Windham","All","37 weeks or more","Unknown","All","2012-2014"
"Windham","All","All","All","All","2014"
"Windham","All","All","All","Married","2014"
"Windham","All","All","All","Unknown",NA
"Windham","All","All","All","Unmarried","2014"
"Windham","All","All","College (13-16 yrs)","All","2014"
"Windham","All","All","High School (12 yrs or GED)","All","2014"
"Windham","All","All","Less than 12 years","All","2014"
"Windham","All","All","Post-College (17 or more yrs)","All","2014"
"Windham","All","All","Unknown","All","2012-2014"
"Windham","All","Gestational age unknown","All","All","2012-2014"
"Windham","All","Gestational age unknown","All","Married","2010-2014"
"Windham","All","Gestational age unknown","All","Unknown",NA
"Windham","All","Gestational age unknown","All","Unmarried","2012-2014"
"Windham","All","Gestational age unknown","College (13-16 yrs)","All","2010-2014"
"Windham","All","Gestational age unknown","High School (12 yrs or GED)","All",NA
"Windham","All","Gestational age unknown","Less than 12 years","All","2012-2014"
"Windham","All","Gestational age unknown","Post-College (17 or more yrs)","All",NA
"Windham","All","Gestational age unknown","Unknown","All",NA
"Windham","All","Less than 37 weeks","All","All","2014"
"Windham","All","Less than 37 weeks","All","Married","2014"
"Windham","All","Less than 37 weeks","All","Unknown",NA
"Windham","All","Less than 37 weeks","All","Unmarried","2014"
"Windham","All","Less than 37 weeks","College (13-16 yrs)","All","2014"
"Windham","All","Less than 37 weeks","High School (12 yrs or GED)","All","2014"
"Windham","All","Less than 37 weeks","Less than 12 years","All","2014"
"Windham","All","Less than 37 weeks","Post-College (17 or more yrs)","All","2014"
"Windham","All","Less than 37 weeks","Unknown","All","2010-2014"
"Windham","Low Birth Weight (under 2500 grams)","All","All","All","2014"
"Windham","Low Birth Weight (under 2500 grams)","All","All","Married","2014"
"Windham","Low Birth Weight (under 2500 grams)","All","All","Unknown",NA
"Windham","Low Birth Weight (under 2500 grams)","All","All","Unmarried","2014"
"Windham","Low Birth Weight (under 2500 grams)","All","College (13-16 yrs)","All","2014"
"Windham","Low Birth Weight (under 2500 grams)","All","High School (12 yrs or GED)","All","2014"
"Windham","Low Birth Weight (under 2500 grams)","All","Less than 12 years","All","2014"
"Windham","Low Birth Weight (under 2500 grams)","All","Post-College (17 or more yrs)","All","2014"
"Windham","Low Birth Weight (under 2500 grams)","All","Unknown","All","2010-2014"
"Windham","Very Low Birth Weight (under 1500 grams)","All","All","All","2014"
"Windham","Very Low Birth Weight (under 1500 grams)","All","All","Married","2012-2014"
"Windham","Very Low Birth Weight (under 1500 grams)","All","All","Unknown",NA
"Windham","Very Low Birth Weight (under 1500 grams)","All","All","Unmarried","2014"
"Windham","Very Low Birth Weight (under 1500 grams)","All","College (13-16 yrs)","All","2012-2014"
"Windham","Very Low Birth Weight (under 1500 grams)","All","High School (12 yrs or GED)","All","2014"
"Windham","Very Low Birth Weight (under 1500 grams)","All","Less than 12 years","All","2012-2014"
"Windham","Very Low Birth Weight (under 1500 grams)","All","Post-College (17 or more yrs)","All","2010-2014"
"Windham","Very Low Birth Weight (under 1500 grams)","All","Unknown","All",NA
"Windsor","All","37 weeks or more","All","All","2014"
"Windsor","All","37 weeks or more","All","Married","2014"
"Windsor","All","37 weeks or more","All","Unknown",NA
"Windsor","All","37 weeks or more","All","Unmarried","2014"
"Windsor","All","37 weeks or more","College (13-16 yrs)","All","2014"
"Windsor","All","37 weeks or more","High School (12 yrs or GED)","All","2014"
"Windsor","All","37 weeks or more","Less than 12 years","All","2014"
"Windsor","All","37 weeks or more","Post-College (17 or more yrs)","All","2014"
"Windsor","All","37 weeks or more","Unknown","All","2014"
"Windsor","All","All","All","All","2014"
"Windsor","All","All","All","Married","2014"
"Windsor","All","All","All","Unknown","2010-2014"
